	Gold 	 Count 	 Distribution 	 Recalled 	 Recall %
G:VBTS P:VBOF itinalaga 763 2 		Context - Noong|RBW 1946|CDB *itinalaga|VBOF* ni|DTP Warren|NNP 
G:VBTS P:VBOF itinawag 2278 31 		Context - ang|DTC kanilang|PRSP_CCP *itinawag|VBOF* na|CCP natural|JJD 
G:VBTS P:VBOF itinayo 2458 10 		Context - Moscow|NNP ay|LM *itinayo|VBOF* ang_mga|DTCP produksyon|NNC 
G:VBTS P:VBOF itinayo 2846 11 		Context - iskultura|NNC ,|PMC *itinayo|VBOF* noong|RBW_CCP 1651|CDB 
G:VBTS P:VBOF itinigil 2656 4 		Context - ito|PRO ay|LM *itinigil|VBOF* noong|RBW_CCP susunod|VBTF 
G:VBTS P:VBOF itinigil 3015 28 		Context - kung|RBK bakit|RBQ *itinigil|VBOF* ng|CCB Emeperador|NNP 
G:VBTS P:VBOF itinulad 2115 14 		Context - pancreas|NNC ,|PMC *itinulad|VBOF* ito|PRO sa|CCT 
G:VBTS P:VBOF kinanonisa 697 9 		Context - yugto|NNC :|PMS *kinanonisa|VBOF* ang|DTC batas|NNC 
G:VBTS P:VBOF kinolekta 2342 4 		Context - nito|PRO ,|PMC *kinolekta|VBOF* ng|CCB alkadeng|NNC_CCP 
G:VBTS P:VBOF kinoronahan 2486 10 		Context - 1950|CDB at|CCA *kinoronahan|VBOF* ang|DTC unang|JJN_CCP 
G:VBTS P:VBOF kinuha 2547 19 		Context - ilaw|NNC at|CCA *kinuha|VBOF* sa_ilalim|RBL ng|CCB 
G:VBTS P:VBOF kinumpara 2575 1 		Context - Kung|CCR *kinumpara|VBOF* sila’y|PRS_LM mas|JJCC 
G:VBTS P:VBOF minarkahan 2613 10 		Context - Katoliko|NNP na|CCP *minarkahan|VBOF* ni|DTP John|NNP 
G:VBTS P:VBOF minungkahi 1687 4 		Context - na|RBI ang|DTC *minungkahi|VBOF* bilang|CCT paglalarawan|NNC 
G:VBTS P:VBOF naisalin 2284 10 		Context - ay|LM hindi|RBF *naisalin|VBOF* ,|PMC naaaral|VBTR 
G:VBTS P:VBOF napalitan 2019 41 		Context - ito|PRO ay|LM *napalitan|VBOF* ng_mga|DTCP paikot-ikot|JJD 
G:VBTS P:VBOF napalitan 7 20 		Context - ,|PMC (|PMS *napalitan|VBOF* ang|DTC kanyang|PRSP_CCP 
G:VBTS P:VBOF napalitan 740 41 		Context - 1995|CDB Bulletin|NNP *napalitan|VBOF* na|RBI lang|RBI 
G:VBTS P:VBOF nilakbay 1647 5 		Context - ito|PRO ,|PMC *nilakbay|VBOF* nila|PRP ang|DTC 
G:VBTS P:VBOF nilitis 1944 3 		Context - nahuli|VBTS ay|LM *nilitis|VBOF* sa_ilalim_ng|CCU Batas|NNP 
G:VBTS P:VBOF pina-bulaanan 997 16 		Context - ,|PMC pero|CCT *pina-bulaanan|VBOF* na|CCP ang|DTC 
G:VBTS P:VBOF pinadala 2337 6 		Context - bandila|NNC ,|PMC *pinadala|VBOF* ni|DTP Rosenthal|NNP 
G:VBTS P:VBOF pinakasalan 1800 59 		Context - ,|PMC na|CCP *pinakasalan|VBOF* ng|CCB kanyang|PRSP_CCP 
G:VBTS P:VBOF pinakitunguhan 825 28 		Context - ,|PMC na|CCP *pinakitunguhan|VBOF* sa|CCT Kongreso|NNP 
G:VBTS P:VBOF pinalago 1446 6 		Context - tirahan|NNC at|CCA *pinalago|VBOF* ang_mga|DTCP kalakalan|NNC 
G:VBTS P:VBOF pinalibutan 2083 16 		Context - pag-urong|NNC ,|PMC *pinalibutan|VBOF* si|DTP ‘|NNP 
G:VBTS P:VBOF pinalitan 2051 25 		Context - demokrasya|NNC ay|LM *pinalitan|VBOF* ng|CCB “|FW 
G:VBTS P:VBOF pinalitan 2837 16 		Context - ’|NNCA ay|LM *pinalitan|VBOF* ng_mga|DTCP tagapagdala|JJD 
G:VBTS P:VBOF pinamahalaan 1405 25 		Context - naman|RBI itong|PRO_CCP *pinamahalaan|VBOF* ng_mga|DTCP Pilipinong|NNP_CCP 
G:VBTS P:VBOF pinamahalaan 1405 3 		Context - 1901|CDB ,|PMC *pinamahalaan|VBOF* ang|DTC Cebu|NNP 
G:VBTS P:VBOF pinangalan 2790 5 		Context - ito|PRO ay|LM *pinangalan|VBOF* sa|CCT ikaapat|JJN 
G:VBTS P:VBOF pinangalanan 1446 11 		Context - at|CCA muling|RBW_CCP *pinangalanan|VBOF* ang|DTC isla|NNC 
G:VBTS P:VBOF pinangalanan 2311 21 		Context - gamitin|VBOF -|PMS *pinangalanan|VBOF* ito|PRO ng|CCB 
G:VBTS P:VBOF pinasa 2554 8 		Context - pagboto|NNC at|CCA *pinasa|VBOF* ang|DTC konstitusyon|NNC 
G:VBTS P:VBOF pinatay 1627 17 		Context - ginahasa|VBOF at|CCA *pinatay|VBOF* sa|CCT isang|PRI_CCP 
G:VBTS P:VBOF pinatumba 1442 16 		Context - ginipit|VBOF at|CCA *pinatumba|VBOF* ang|DTC pamahalaan|NNC 
G:VBTS P:VBOF pinayagan 2576 5 		Context - pandaigdig|JJD ,|PMC *pinayagan|VBOF* ng|CCB Germany|NNP 
G:VBTS P:VBOF pinigilan 2224 44 		Context - sibilyan|NNC at|CCA *pinigilan|VBOF* ang|DTC populasyon|NNC 
G:VBTS P:VBOF pinili 2570 42 		Context - ng|CCB kanyang|PRSP_CCP *pinili|VBOF* .|PMP 
G:VBTS P:VBOF pinili 2896 6 		Context - Suharto|NNP ang|DTC *pinili|VBOF* niyang|PRS_CCP grupo|NNC 
G:VBTS P:VBOF pinilit 1176 29 		Context - )|PMS kapag|CCR *pinilit|VBOF* niya|PRS ang_mga|DTCP 
G:VBTS P:VBOF pinuri 1788 9 		Context - ecumenism|NNC at|CCA *pinuri|VBOF* ang_mga|DTCP gawain|NNC 
G:VBTS P:VBOF sinabi 2875 10 		Context - ,|PMC at|CCA *sinabi|VBOF* niya|PRS sa|CCT 
G:VBTS P:VBOF sinakop 2733 5 		Context - kontinente|NNC ,|PMC *sinakop|VBOF* ng|CCB pelikula|NNC 
G:VBTS P:VBOF siniguro 48 23 		Context - tao|NNC at|CCA *siniguro|VBOF* ang|DTC saklolo|NNC 
G:VBTS P:VBOF siniksik 34 14 		Context - sa_Germany|RBL_NNP ,|PMC *siniksik|VBOF* ang|DTC natirang|VBTS_CCP 
G:VBTS P:VBOF sinimulan 1309 21 		Context - kung|RBK saan|RBQ *sinimulan|VBOF* niyang|PRS_CCP isulat|VBOF 
G:VBTS P:VBOF sinimulan 1587 17 		Context - ,|PMC na|CCP *sinimulan|VBOF* kay|DTP Gary|NNP 
G:VBTS P:VBOF sinimulan 2859 15 		Context - helium|FW na|CCP *sinimulan|VBOF* upang|CCB bumuo|VBAF 
G:VBTS P:VBOF sinira 2565 13 		Context - nagpatuloy|VBTS at|CCA *sinira|VBOF* ang|DTC kumboy|VBAF 
G:VBTS P:VBOF sinira 2821 32 		Context - pansin|NNC at|CCA *sinira|VBOF* ang|DTC masayang|JJD_CCP 
G:VBTS P:VBOF sinubukan 1208 17 		Context - Drillers|NNP ;|PMSC *sinubukan|VBOF* ni|DTP Keith|NNP 
G:VBTS P:VBOF sinulat 1760 14 		Context - 1700s|CDB at|CCA *sinulat|VBOF* niya|PRS ang|DTC 
G:VBTS P:VBOF sinundan 2216 2 		Context - Ito|PRO ay|LM *sinundan|VBOF* ng|CCB isang|PRI_CCP 
G:VBTS P:VBOF sinundan 2344 17 		Context - Lakes|NNP na|CCP *sinundan|VBOF* ng|CCB pag-iiba|NNC 
G:VBTS P:VBOF tinaas 2578 41 		Context - 1882|CDB ,|PMC *tinaas|VBOF* ang|DTC malakas|JJD 
G:VBTS P:VBOF tinalaban 2088 11 		Context - dinebelop|NNC ,|PMC *tinalaban|VBOF* ng|CCB orihinal|JJD 
G:VBTS P:VBOF tinalakay 2066 8 		Context - malawak|RBD na|CCP *tinalakay|VBOF* sa|CCT konteksto|NNC 
G:VBTS P:VBOF tinalo 1915 26 		Context - espada|NNC ,|PMC *tinalo|VBOF* nila|PRP ang_mga|DTCP 
G:VBTS P:VBOF tinanggal 1396 3 		Context - 1896|CDB ,|PMC *tinanggal|VBOF* ni|DTP Rockefeller|NNP 
G:VBTS P:VBOF tinanggal 1440 2 		Context - Ngunit|CCT ,|PMC *tinanggal|VBOF* ng|CCB XML|NNPA 
G:VBTS P:VBOF tinanggal 2411 1 		Context - Noong|RBW_CCP *tinanggal|VBOF* si|DTP Oppenheimer|NNP 
G:VBTS P:VBOF tinanggap 2210 8 		Context - na|CCP unang|JJN_CCP *tinanggap|VBOF* ng|CCB Company|NNP 
G:VBTS P:VBOF tinanggap 2554 4 		Context - 25|CDB ,|PMC *tinanggap|VBOF* ang|DTC pagboto|NNC 
G:VBTS P:VBOF tinanggihan 1603 41 		Context - ,|PMC ay|LM *tinanggihan|VBOF* .|PMP 
G:VBTS P:VBOF tinatag 1881 2 		Context - Mahusay|JJD na|CCP *tinatag|VBOF* ang|DTC prinsipyo|NNC 
G:VBTS P:VBOF tinawag 345 16 		Context - patuloy|JJD na|CCP *tinawag|VBOF* na|CCP dubbin|NNC 
G:VBTS P:VBOF tinawag 345 2 		Context - Sa|CCT halip|CCT *tinawag|VBOF* itong|PRO_CCP blacking|FW 
G:VBTS P:VBOF tinulad 2972 19 		Context - nOengusa|NNP na|CCP *tinulad|VBOF* sa|CCT Islay|NNP 
G:VBTS P:VBOF tinulad 2972 26 		Context - nGabrain|NNPA na|CCP *tinulad|VBOF* sa|CCT Kintyre|NNP 
G:VBTS P:VBOF tinulungan 258 25 		Context - ,|PMC na|CCP *tinulungan|VBOF* niya|PRS noong|RBW_CCP 
G:VBTS P:VBOF tinulungan 2896 2 		Context - Bilang_tugon|NNP ,|PMC *tinulungan|VBOF* ni|DTP Suharto|NNP 
G:VBTS P:VBOL Inilapat 1842 0 		Context - *Inilapat|VBOL* niya|PRS ang_mga|DTCP 
G:VBTS P:VBOL pinanggalingan 1509 31 		Context - na|CCP ang|DTC *pinanggalingan|VBOL* ng|CCB kanilang|PRSP_CCP 
G:VBTS P:VBRF ipinagkaloob 1881 7 		Context - na|CCP ang|DTC *ipinagkaloob|VBRF* na|CCP titulo|NNC 
G:VBTS P:VBTF ihinalo 2253 12 		Context - Shakespeare|NNP dahil|CCR *ihinalo|VBTF* niya|PRS ang|DTC 
G:VBTS P:VBTF itanggi 2893 9 		Context - ninais|VBTS niyang|PRS_CCP *itanggi|VBTF* ang|DTC paghanap|NNC 
G:VBTS P:VBTR Dinetalye 2702 0 		Context - *Dinetalye|VBTR* ni|DTP Antonio|NNP 
G:VBTS P:VBTR Ginagawa 1067 0 		Context - *Ginagawa|VBTR* rin|RBI nila|PRP 
G:VBTS P:VBTR Ipinagkatiwala 2275 0 		Context - *Ipinagkatiwala|VBTR* sa|CCT kanya|PRSP 
G:VBTS P:VBTR Ipinahintulot 1628 0 		Context - *Ipinahintulot|VBTR* din|RBI ang|DTC 
G:VBTS P:VBTR Kinokolekta 229 0 		Context - *Kinokolekta|VBTR* ang|DTC datos|NNC 
G:VBTS P:VBTR Naawtorisa 753 0 		Context - *Naawtorisa|VBTR* ang|DTC isang|PRI_CCP 
G:VBTS P:VBTR Nag-ugat 2709 0 		Context - *Nag-ugat|VBTR* ang|DTC pagtatalo|NNC 
G:VBTS P:VBTR Nagbibigay 638 0 		Context - *Nagbibigay|VBTR* daan|NNC sa|CCT 
G:VBTS P:VBTR Nagdahilan 2627 0 		Context - *Nagdahilan|VBTR* ang_mga|DTCP kritiko|NNC 
G:VBTS P:VBTR Nailalarawan 1329 0 		Context - *Nailalarawan|VBTR* ang|DTC estatwaryo|NNC 
G:VBTS P:VBTR Naipahayag 2121 0 		Context - *Naipahayag|VBTR* na|CCP ginusto|VBOF 
G:VBTS P:VBTR Nangibabaw 955 0 		Context - *Nangibabaw|VBTR* si|DTP Buckley|NNP 
G:VBTS P:VBTR Nanomineyt 626 0 		Context - *Nanomineyt|VBTR* si|DTP Grant|NNP 
G:VBTS P:VBTR Niresolba 617 0 		Context - *Niresolba|VBTR* nina|DTPP James|NNP 
G:VBTS P:VBTR Pinakilala 1141 0 		Context - *Pinakilala|VBTR* rin|RBI niya|PRS 
G:VBTS P:VBTR Pinapili 714 0 		Context - *Pinapili|VBTR* siya|PRS kung|RBK 
G:VBTS P:VBTR Sinaliksik 440 0 		Context - *Sinaliksik|VBTR* at|CCA pinagdebatihan|VBOF 
G:VBTS P:VBTR Sinisayat 1760 0 		Context - *Sinisayat|VBTR* ng|CCB Finnish-Swedish|NNP 
G:VBTS P:VBTR binaluktot 2107 51 		Context - o|CCT malamang|CCT *binaluktot|VBTR* na|CCP )|PMS 
G:VBTS P:VBTR binubuo 2832 14 		Context - teritoryo|NNC ay|LM *binubuo|VBTR* ng|CCB 1/3|CDB 
G:VBTS P:VBTR binubuo 2832 22 		Context - Sparta|NNP at|CCA *binubuo|VBTR* ng|CCB kalahati|PRI 
G:VBTS P:VBTR inahalintulad 2929 21 		Context - ,|PMC na|CCP *inahalintulad|VBTR* sa|CCT halagang|NNC_CCP 
G:VBTS P:VBTR inapruba 56 29 		Context - ngunit|CCT hindi|RBF *inapruba|VBTR* ang|DTC disenyong|NNC_CCP 
G:VBTS P:VBTR ineksperimento 1321 5 		Context - US|NNPA ,|PMC *ineksperimento|VBTR* ni|DTP Woodruff|NNP 
G:VBTS P:VBTR inilaglag 1469 7 		Context - pagsusuri|NNC ,|PMC *inilaglag|VBTR* ang|DTC ammunition|FW 
G:VBTS P:VBTR inokupahan 998 20 		Context - orihinal|RBD na|CCP *inokupahan|VBTR* ng|CCB sentrong|JJD_CCP 
G:VBTS P:VBTR iprinisenta 2962 14 		Context - nila|PRP at|CCA *iprinisenta|VBTR* ang|DTC paghuwad|NNC 
G:VBTS P:VBTR isinapubliko 2635 7 		Context - Amerika|NNP ,|PMC *isinapubliko|VBTR* ng|CCB New|NNP 
G:VBTS P:VBTR kinansela 2462 40 		Context - )|PMS ay|LM *kinansela|VBTR* ang|DTC lahat|PRI 
G:VBTS P:VBTR kinokonekta 1436 16 		Context - doon|PRL at|CCA *kinokonekta|VBTR* ang|DTC White|NNP 
G:VBTS P:VBTR kinonberta 1855 13 		Context - ,|PMC at|CCA *kinonberta|VBTR* noong|RBW_CCP 1777|CDB 
G:VBTS P:VBTR kinumpara 1637 21 		Context - populasyon|NNC ;|PMSC *kinumpara|VBTR* ito|PRO sa|CCT 
G:VBTS P:VBTR na-diyagnostika 1590 12 		Context - mga|DTCP pasyenteng|NNC_CCP *na-diyagnostika|VBTR* nito|PRO ay|LM 
G:VBTS P:VBTR naaprubahan 742 48 		Context - hindi|RBF ito|PRO *naaprubahan|VBTR* ng|CCB Kongreso|NNP 
G:VBTS P:VBTR nadagdagan 2326 56 		Context - motorsiklo|NNC ay|LM *nadagdagan|VBTR* sa|CCT halos|JJD 
G:VBTS P:VBTR nadiskubri 2476 13 		Context - )|PMS tapos|RBW *nadiskubri|VBTR* nila|PRP na|CCP 
G:VBTS P:VBTR nadismaya 1813 20 		Context - ay|LM parehong|JJC_CCP *nadismaya|VBTR* dahil|CCR hindi|RBF 
G:VBTS P:VBTR nag-ikot 2463 12 		Context - Amerika|NNP ay|LM *nag-ikot|VBTR* ng|CCB panandaan|NNC 
G:VBTS P:VBTR nag-interpreta 2199 3 		Context - iba|PRI na|CCP *nag-interpreta|VBTR* ng|CCB ibang|JJD_CCP 
G:VBTS P:VBTR nag-isip 2161 28 		Context - marunong|JJD ay|LM *nag-isip|VBTR* ng|CCB makataong|JJD_CCP 
G:VBTS P:VBTR nagdalawang-isip 2428 20 		Context - talaga|RBT ay|LM *nagdalawang-isip|VBTR* sa|CCT katapatan|NNC 
G:VBTS P:VBTR naggamit 2478 17 		Context - abjad|NNC ay|LM *naggamit|VBTR* na|CCP para_sa|RBB 
G:VBTS P:VBTR naglikha 933 9 		Context - potensyal|NNC na|CCP *naglikha|VBTR* ng|CCB sigla|NNC 
G:VBTS P:VBTR naglunsad 2618 10 		Context - Delgrès|NNP ay|LM *naglunsad|VBTR* ng|CCB isang|PRI_CCP 
G:VBTS P:VBTR nagmay-ari 1370 2 		Context - Bilang_resulta|CCU ,|PMC *nagmay-ari|VBTR* ng|CCB hiwalay|JJD 
G:VBTS P:VBTR nagpakilala 2782 2 		Context - Ito|PRO ang|DTC *nagpakilala|VBTR* ng|CCB substantial|FW 
G:VBTS P:VBTR nagsilang 2217 32 		Context - lugar|NNC na|CCP *nagsilang|VBTR* sa|CCT steel|FW 
G:VBTS P:VBTR nagsising 720 19 		Context - ,|PMC at|CCA *nagsising|VBTR* hindi|RBF siya|PRS 
G:VBTS P:VBTR nagsiwalat 2395 13 		Context - )|PMS ay|LM *nagsiwalat|VBTR* ,|PMC upang|CCB 
G:VBTS P:VBTR nagtermino 2548 3 		Context - pag-aaral|NNC ang|DTC *nagtermino|VBTR* sa|CCT explanasyon|NNC 
G:VBTS P:VBTR nagtulak 172 2 		Context - Ito|PRO ang|DTC *nagtulak|VBTR* kay|DTP Grant|NNP 
G:VBTS P:VBTR nagwaksi 2120 11 		Context - 1898|CDB ang|DTC *nagwaksi|VBTR* sa|CCT kaguluhan|NNC 
G:VBTS P:VBTR nahigitan 2018 28 		Context - ,|PMC hindi|RBF *nahigitan|VBTR* ang|DTC 4|CDB 
G:VBTS P:VBTR naibahagi 2306 11 		Context - na|CCP hindi|RBF *naibahagi|VBTR* sa_pamamagitan_ng|CCT mga|DTCP 
G:VBTS P:VBTR nakakaapekto 1428 37 		Context - tao|NNC ay|LM *nakakaapekto|VBTR* sa|CCT ugali|NNC 
G:VBTS P:VBTR nakapagbuo 1556 8 		Context - levees|FW na|CCP *nakapagbuo|VBTR* ng|CCB dumi|NNC 
G:VBTS P:VBTR nakapagpataas 2327 10 		Context - ,|PMC na|CCP *nakapagpataas|VBTR* ng|CCB panganib|NNC 
G:VBTS P:VBTR nakikilala 2382 7 		Context - hindi|RBF pa|RBI *nakikilala|VBTR* ,|PMC bagaman|CCT 
G:VBTS P:VBTR nakikita 1954 6 		Context - na|CCP siyang|PRS_CCP *nakikita|VBTR* sa|CCT kabuuan|PRI 
G:VBTS P:VBTR nakikita 1971 12 		Context - ito|PRO ang|DTC *nakikita|VBTR* na|CCP mga|DTCP 
G:VBTS P:VBTR nakolonisa 2133 13 		Context - pero|CCT hindi|RBF *nakolonisa|VBTR* .|PMP 
G:VBTS P:VBTR nakompleto 1904 4 		Context - 2005|CDB ,|PMC *nakompleto|VBTR* ng|CCB Chile|NNP 
G:VBTS P:VBTR nalugmok 1954 21 		Context - ay|LM dahan-dahang|RBD_CCP *nalugmok|VBTR* sa|CCT depresyon|FW 
G:VBTS P:VBTR nandayuhan 1510 10 		Context - Hudyo|NNP na|CCP *nandayuhan|VBTR* sa|CCT Israel|NNP 
G:VBTS P:VBTR nangilala 86 15 		Context - Fausto-Sterling|NNP ang|DTC *nangilala|VBTR* sa|CCT limang|JJN_CCP 
G:VBTS P:VBTR nanumbalik 2398 2 		Context - Noong|RBW_CCP 1990|CDB *nanumbalik|VBTR* rin|RBI sa|CCT 
G:VBTS P:VBTR naoobserbahan 229 7 		Context - sa|CCT isang|PRI_CCP *naoobserbahan|VBTR* o|CCT eksperimental|JJD 
G:VBTS P:VBTR napigilan 368 51 		Context - at|CCA mabisang|RBD_CCP *napigilan|VBTR* sa|CCT pagsiyasat|NNC 
G:VBTS P:VBTR naranasan 1314 15 		Context - kahit|CCT na|CCP *naranasan|VBTR* nito|PRO ang|DTC 
G:VBTS P:VBTR naranasan 2426 6 		Context - ,|PMC hindi|RBF *naranasan|VBTR* ng|CCB Chile|NNP 
G:VBTS P:VBTR naresolba 1968 3 		Context - sitwasyon|NNC ay|LM *naresolba|VBTR* nang|CCB gumawa|VBAF 
G:VBTS P:VBTR naririnig 2663 5 		Context - conquistadors|FW ay|LM *naririnig|VBTR* ang|DTC tungkol_sa|RBR 
G:VBTS P:VBTR nasorpresa 2435 25 		Context - kung|RBK saan|RBQ *nasorpresa|VBTR* ang_mga|DTCP nagsalakay|VBTS 
G:VBTS P:VBTR naunawaan 1243 4 		Context - lang|RBI ang|DTC *naunawaan|VBTR* kung|CCR sila|PRP 
G:VBTS P:VBTR niresolba 2558 7 		Context - Dunfermline|NNP ay|LM *niresolba|VBTR* ng|CCB gamit|NNC 
G:VBTS P:VBTR pinangagalingan 2243 7 		Context - upang|CCB maging|VBW *pinangagalingan|VBTR* ng|CCB kuryente|NNC 
G:VBTS P:VBTR pinangakuan 2455 26 		Context - Buyoya|NNP ay|LM *pinangakuan|VBTR* na|CCP maging|VBW 
G:VBTS P:VBTR pinangasiwaan 2572 10 		Context - treat|FW at|CCA *pinangasiwaan|VBTR* ng|CCB International|NNP 
G:VBTS P:VBTR pinapayagan 1262 28 		Context - tag|FW ang|DTC *pinapayagan|VBTR* ,|PMC at|CCA 
G:VBTS P:VBTR pinroblema 2640 27 		Context - babae|NNC na|CCP *pinroblema|VBTR* ng|CCB modernong|JJD_CCP 
G:VBTS P:VBTR prinohibita 2095 7 		Context - bading|NNC ay|LM *prinohibita|VBTR* na|CCP talaga|RBT 
G:VBTS P:VBTR sinasang-ayunan 2630 7 		Context - Bolshevik|NNP na|CCP *sinasang-ayunan|VBTR* ng|CCB ibang|PRI_CCP 
G:VBTS P:VBTR sinuspenda 1334 18 		Context - pag-uusap|NNC ay|LM *sinuspenda|VBTR* pagkatapos|RBW ng|CCB 
G:VBTS P:VBTR tinanggalan 816 8 		Context - kung|RBK saan|RBQ *tinanggalan|VBTR* ng|CCB Gobernador|NNP 
G:VBTS P:VBTR tinuturing 2695 41 		Context - ito|PRO ay|LM *tinuturing|VBTR* isang|PRI_CCP maliit|JJD 
G:VBTS P:VBTR_CCP namuong 876 31 		Context - mapanatili|VBW ang|DTC *namuong|VBTR_CCP* dugo|NNC .|PMP 
G:VBTS P:VBTR_VBOF Nilalarawan 868 0 		Context - *Nilalarawan|VBTR_VBOF* ng_mga|DTCP Katoliko|NNP 
G:VBTS P:VBTR_VBOF ibrinodkast 2878 1 		Context - Minsang|RBW_CCP *ibrinodkast|VBTR_VBOF* ng_mga|DTCP tsanel|NNC 
G:VBTS P:VBTR_VBOF inilantad 2565 20 		Context - pang-aatake|JJD ,|PMC *inilantad|VBTR_VBOF* ito|PRO upang|CCB 
G:VBTS P:VBTR_VBOF pinangatwiranan 2050 2 		Context - Malakas|JJD na|CCP *pinangatwiranan|VBTR_VBOF* ni|DTP Alessandro|NNP 
G:VBTS P:VBTR_VBRF Pinautos 448 0 		Context - *Pinautos|VBTR_VBRF* rin|RBI ni|DTP 
G:VBTS P:VBTR_VBRF ipinag-utos 1149 7 		Context - Dinastiya|NNP ,|PMC *ipinag-utos|VBTR_VBRF* ni|DTP Pharaoh|NNP 
G:VBTS P:VBTS_CCP Inilibing 1259 0 		Context - *Inilibing|VBTS_CCP* siya|PRS sa|CCT 
G:VBTS P:VBTS_CCP natirang 34 16 		Context - siniksik|VBOF ang|DTC *natirang|VBTS_CCP* gas|NNC sa|CCT 
G:VBTS P:VBTS_VBAF kumbinsido 375 2 		Context - Partikular|NNC na|CCP *kumbinsido|VBTS_VBAF* si|DTP Beatty|NNP 
G:VBTS P:VBTS_VBOF Iginanap 721 0 		Context - *Iginanap|VBTS_VBOF* sa|CCT National|NNP 
G:VBTS P:VBTS_VBOF Isinalin 2335 1 		Context - (|PMS *Isinalin|VBTS_VBOF* ni|DTP James|NNP 
G:VBTS P:VBTS_VBOF Itinakda 1098 0 		Context - *Itinakda|VBTS_VBOF* sa|CCT tamang|JJD_CCP 
G:VBTS P:VBTS_VBOF Itinanggi 2853 0 		Context - *Itinanggi|VBTS_VBOF* ni|DTP Bismarck|NNP 
G:VBTS P:VBTS_VBOF Itinanggi 8 0 		Context - *Itinanggi|VBTS_VBOF* man|RBI ito|PRO 
G:VBTS P:VBTS_VBOF Kinunan 2733 0 		Context - *Kinunan|VBTS_VBOF* sa|CCT iba’t_ibang|JJD_CCP 
G:VBTS P:VBTS_VBOF Tinuloy 2617 0 		Context - *Tinuloy|VBTS_VBOF* ng_mga|DTCP nagpapanatili|VBTR 
G:VBTS P:VBTS_VBOF binigyan 2225 46 		Context - hindi|RBF na|RBI *binigyan|VBTS_VBOF* ng|CCB pansin|NNC 
G:VBTS P:VBTS_VBOF hinalo 345 9 		Context - na|RBI kapag|CCR *hinalo|VBTS_VBOF* sa|CCT lampblack|NNC 
G:VBTS P:VBTS_VBOF hinangaan 2542 7 		Context - Shakespeare|NNP at|CCA *hinangaan|VBTS_VBOF* ng|CCB manunula|NNC 
G:VBTS P:VBTS_VBOF hinarap 1887 19 		Context - )|PMS at|CCA *hinarap|VBTS_VBOF* ng|CCB Prussia|NNP 
G:VBTS P:VBTS_VBOF idinisenyo 1371 4 		Context - lahat|PRI ,|PMC *idinisenyo|VBTS_VBOF* ang|DTC XML|NNPA 
G:VBTS P:VBTS_VBOF ikinasal 1554 13 		Context - kahit|CCT na|CCP *ikinasal|VBTS_VBOF* siya|PRS kaagad|RBW 
G:VBTS P:VBTS_VBOF ilabas 768 1 		Context - Matapos|VBW *ilabas|VBTS_VBOF* at|CCA i-anunsyo|VBOF 
G:VBTS P:VBTS_VBOF inakusahan 2334 36 		Context - Lee|NNP dahil|CCR *inakusahan|VBTS_VBOF* siya|PRS ng|CCB 
G:VBTS P:VBTS_VBOF inalis 2344 5 		Context - yelo|NNC ,|PMC *inalis|VBTS_VBOF* ang|DTC laman|NNC 
G:VBTS P:VBTS_VBOF inanyayahan 1394 28 		Context - Cebu|NNP at|CCA *inanyayahan|VBTS_VBOF* ang_mga|DTCP katutubo|NNC 
G:VBTS P:VBTS_VBOF inasahan 2533 1 		Context - Kahit|CCT *inasahan|VBTS_VBOF* niyang|PRS_CCP maging|VBW 
G:VBTS P:VBTS_VBOF inihati-hati 526 31 		Context - ito|PRO ay|LM *inihati-hati|VBTS_VBOF* sa|CCT 30|CDB 
G:VBTS P:VBTS_VBOF inilabas 2356 11 		Context - opisiyal|RBD na|CCP *inilabas|VBTS_VBOF* at|CCA iniutos|VBOF 
G:VBTS P:VBTS_VBOF inisip 2900 23 		Context - ,|PMC at|CCA *inisip|VBTS_VBOF* ng_mga|DTCP kritiko|NNC 
G:VBTS P:VBTS_VBOF isinulat 2435 1 		Context - Ayon_sa|RBR *isinulat|VBTS_VBOF* ni|DTP Herman_de_Carinthia|NNP 
G:VBTS P:VBTS_VBOF isinulat 2458 16 		Context - kanyang|PRSP_CCP mga|DTCP *isinulat|VBTS_VBOF* .|PMP 
G:VBTS P:VBTS_VBOF isinulat 2865 4 		Context - bahagi|NNC na|CCP *isinulat|VBTS_VBOF* ni|DTP Cervantes|NNP 
G:VBTS P:VBTS_VBOF itinaas 1092 7 		Context - lungsod|NNC ay|LM *itinaas|VBTS_VBOF* bilang|CCT kabisera|NNC 
G:VBTS P:VBTS_VBOF itinalaga 2107 95 		Context - ang_mga|DTCP pinunong|NNC_CCP *itinalaga|VBTS_VBOF* ang|DTC kanilang|PRSP_CCP 
G:VBTS P:VBTS_VBOF itinalang 402 31 		Context - census|NNC na|CCP *itinalang|VBTS_VBOF* mula_sa|RBL 32|CDB 
G:VBTS P:VBTS_VBOF itinatag 1266 8 		Context - BCE|NNPA ,|PMC *itinatag|VBTS_VBOF* ng_mga|DTCP ninunong|NNC_CCP 
G:VBTS P:VBTS_VBOF itinatag 1958 14 		Context - Handan|NNP (|PMS *itinatag|VBTS_VBOF* noong|RBW_CCP 386|CDB 
G:VBTS P:VBTS_VBOF itinatag 2104 2 		Context - Gayundin|CCB ,|PMC *itinatag|VBTS_VBOF* ng_mga|DTCP British|NNP 
