	Gold 	 Count 	 Distribution 	 Recalled 	 Recall %
G:VBTS_CCP P:VBTS sinabing 215 27 		Context - hustiya|NNC at|CCA *sinabing|VBTS* "|PMS siya|PRS 
G:VBTS_CCP P:VBTS sinabing 2358 17 		Context - Pris|NNP at|CCA *sinabing|VBTS* sila|PRP na|CCP 
G:VBTS_CCP P:VBTS_VBOF itinalagang 2345 3 		Context - rin|RBI ay|LM *itinalagang|VBTS_VBOF* Saturn|NNP II|CDB 
G:VBTS_LM P:VBTS nagsimula'y 38 17 		Context - na|CCP noong|RBW_CCP *nagsimula'y|VBTS* para_sa|RBB paglikha|NNC 
G:VBTS_VBAF P:VBAF Lumabas 3014 0 		Context - *Lumabas|VBAF* ni|DTP Husserl|NNP 
G:VBTS_VBAF P:VBAF Pumirma 189 0 		Context - *Pumirma|VBAF* ng|CCB isang|PRI_CCP 
G:VBTS_VBAF P:VBAF Sumang-ayon 2847 0 		Context - *Sumang-ayon|VBAF* ang_mga|DTCP mamamayan|NNC 
G:VBTS_VBAF P:VBAF Sumunod 2103 0 		Context - *Sumunod|VBAF* din|RBI ang|DTC 
G:VBTS_VBAF P:VBAF Tumakbo 1198 0 		Context - *Tumakbo|VBAF* bilang|CCT Bise|NNP 
G:VBTS_VBAF P:VBAF bumagsak 149 3 		Context - ,|PMC maaaring|RBM *bumagsak|VBAF* ang|DTC temperature|FW 
G:VBTS_VBAF P:VBAF bumalik 1429 5 		Context - digmaan|NNC ,|PMC *bumalik|VBAF* si|DTP Woodruff|NNP 
G:VBTS_VBAF P:VBAF bumalik 172 9 		Context - nais|VBS niyang|PRS_CCP *bumalik|VBAF* at|CCA gawin|VBOF 
G:VBTS_VBAF P:VBAF bumalik 2205 22 		Context - Macedonia|NNP ay|LM *bumalik|VBAF* sa_ilalim|RBL pa|RBI 
G:VBTS_VBAF P:VBAF bumisita 464 45 		Context - Ingles|NNP na|CCP *bumisita|VBAF* sa|CCT New|NNP 
G:VBTS_VBAF P:VBAF bumoto 947 1 		Context - Maaaring|RBM *bumoto|VBAF* ang_mga|DTCP Juniors|NNP 
G:VBTS_VBAF P:VBAF bumuo 638 7 		Context - manlalaro|NNC upang|CCB *bumuo|VBAF* sila|PRP ng|CCB 
G:VBTS_VBAF P:VBAF dumating 1025 45 		Context - fastball|NNC ngunit|CCT *dumating|VBAF* sa|CCT makabuluhang|JJD_CCP 
G:VBTS_VBAF P:VBAF gumalaw 2035 20 		Context - siya|PRS ay|LM *gumalaw|VBAF* na|RBI para|CCT 
G:VBTS_VBAF P:VBAF gumalaw 26 2 		Context - Kamakailan|RBW ,|PMC *gumalaw|VBAF* patungo_sa|RBL mas|JJCC 
G:VBTS_VBAF P:VBAF gumamit 174 1 		Context - Maaring|RBM *gumamit|VBAF* ng|CCB order|NNC 
G:VBTS_VBAF P:VBAF gumanap 1996 31 		Context - Kosana|NNP ay|LM *gumanap|VBAF* bilang|CCT Sheriff|NNP 
G:VBTS_VBAF P:VBAF gumanap 2981 10 		Context - ,|PMC na|CCP *gumanap|VBAF* bilang|CCT mga|DTCP 
G:VBTS_VBAF P:VBAF gumawa 1000 20 		Context - ,|PMC at|CCA *gumawa|VBAF* sila|PRP ng_mga|DTCP 
G:VBTS_VBAF P:VBAF kumalag 89 24 		Context - nakalayo|VBTS at|CCA *kumalag|VBAF* si|DTP Scheer|NNP 
G:VBTS_VBAF P:VBAF kumatawan 2324 10 		Context - kanta|NNC upang|CCB *kumatawan|VBAF* sa|CCT kanila|PRSP 
G:VBTS_VBAF P:VBAF kumita 1172 13 		Context - Fragrance|NNP na|CCP *kumita|VBAF* ng|CCB $|PMS 
G:VBTS_VBAF P:VBAF lumabas 1995 19 		Context - ito|PRO ay|LM *lumabas|VBAF* .|PMP 
G:VBTS_VBAF P:VBAF lumabas 28 29 		Context - ,|PMC at|CCA *lumabas|VBAF* kahit|CCT sa|CCT 
G:VBTS_VBAF P:VBAF lumabas 2810 9 		Context - hindi|RBF maaring|RBM *lumabas|VBAF* sa|CCT isang|PRI_CCP 
G:VBTS_VBAF P:VBAF lumabas 3011 7 		Context - propesyon|NNC ,|PMC *lumabas|VBAF* siya|PRS sa|CCT 
G:VBTS_VBAF P:VBAF lumagay 768 19 		Context - na|CCP niyang|PRS_CCP *lumagay|VBAF* sa|CCT tahimik|JJD 
G:VBTS_VBAF P:VBAF lumapit 2815 38 		Context - awtor|NNC ay|LM *lumapit|VBAF* sa|CCT mga|DTCP 
G:VBTS_VBAF P:VBAF lumawak 2905 3 		Context - ,|PMC kaya|CCR *lumawak|VBAF* talaga|RBT ng|CCB 
G:VBTS_VBAF P:VBAF lumawak 849 19 		Context - posible|RBT ,|PMC *lumawak|VBAF* ito|PRO sa|CCT 
G:VBTS_VBAF P:VBAF lumikas 39 16 		Context - USS|NNPA ,|PMC *lumikas|VBAF* na|CCP ang|DTC 
G:VBTS_VBAF P:VBAF lumipat 304 19 		Context - Anotalia|NNP ang|DTC *lumipat|VBAF* o|CCT nagdesisyong|VBTS_CCP 
G:VBTS_VBAF P:VBAF pumasok 532 9 		Context - 1945|CDB ,|PMC *pumasok|VBAF* siya|PRS sa|CCT 
G:VBTS_VBAF P:VBAF pumirma 1805 9 		Context - Tutsi|NNP ang|DTC *pumirma|VBAF* ng|CCB ceasefire|FW 
G:VBTS_VBAF P:VBAF pumirma 2455 17 		Context - kasunduan|NNC na|CCP *pumirma|VBAF* ng|CCB transisyonal|NNC 
G:VBTS_VBAF P:VBAF pumunta 1232 9 		Context - Woodruff|NNP na|CCP *pumunta|VBAF* sa|CCT England|NNP 
G:VBTS_VBAF P:VBAF pumunta 2212 19 		Context - Bolivar|NNP ay|LM *pumunta|VBAF* noong|RBW_CCP 1815|CDB 
G:VBTS_VBAF P:VBAF pumunta 758 22 		Context - Turing|NNP at|CCA *pumunta|VBAF* si|DTP Turing|NNP 
G:VBTS_VBAF P:VBAF sumapi 275 11 		Context - hindi|RBF na|RBI *sumapi|VBAF* sa|CCT Nickels|NNP 
G:VBTS_VBAF P:VBAF sumikat 510 18 		Context - kanilang|PRSP_CCP pagkakataon|NNC *sumikat|VBAF* sila|PRP .|PMP 
G:VBTS_VBAF P:VBAF sumulong 745 9 		Context - tagapagsita|NNC na|CCP *sumulong|VBAF* sa|CCT atake|NNC 
G:VBTS_VBAF P:VBAF sumunod 45 1 		Context - Noong|RBW_CCP *sumunod|VBAF* na|CCP taon|NNC 
G:VBTS_VBAF P:VBAF sumunod 643 19 		Context - sa|CCT kanilang|PRSP_CCP *sumunod|VBAF* na|CCP isyu|NNC 
G:VBTS_VBAF P:VBAF tumalikod 768 39 		Context - na|CCP niyang|PRS_CCP *tumalikod|VBAF* mula_sa|RBL kasikatan|NNC 
G:VBTS_VBAF P:VBAF tumalima 1347 38 		Context - agad|RBD namang|RBI_CCP *tumalima|VBAF* ang_mga|DTCP may-ari|NNC 
G:VBTS_VBAF P:VBAF tumawag 1144 8 		Context - mamili|VBW na|CCP *tumawag|VBAF* ng|CCB ball|NNC 
G:VBTS_VBAF P:VBAF tumira 1186 11 		Context - na|CCP hindi|RBF *tumira|VBAF* sa_campus|RBL .|PMP 
G:VBTS_VBAF P:VBAF tumira 947 7 		Context - Seniors|NNP para|CCT *tumira|VBAF* sa|CCT West|NNP 
G:VBTS_VBAF P:VBAF umabante 793 1 		Context - Maaring|RBM *umabante|VBAF* ,|PMC o|CCT 
G:VBTS_VBAF P:VBAF umalis 2641 22 		Context - digmaan|NNC ,|PMC *umalis|VBAF* si|DTP Ira|NNP 
G:VBTS_VBAF P:VBAF yumabong 356 6 		Context - niya|PRS ,|PMC *yumabong|VBAF* kay|DTP Buckley|NNP 
G:VBTS_VBAF P:VBTS Pinuna 634 0 		Context - *Pinuna|VBTS* din|RBI si|DTP 
G:VBTS_VBOF P:JJCS_JJD pinakilala 403 3 		Context - ang|DTC dalawang|JJN_CCP *pinakilala|JJCS_JJD* na|CCP lugar|NNC 
G:VBTS_VBOF P:NNC kayanin 1188 24 		Context - maari|VBS pang|RBI_CCP *kayanin|NNC* ,|PMC habang|RBW 
G:VBTS_VBOF P:NNC_CCP binotong 347 2 		Context - Kinakatwan|VBTR ng_mga|DTCP *binotong|NNC_CCP* opisyal|JJD ng|CCB 
G:VBTS_VBOF P:VBOF Hinimok 669 0 		Context - *Hinimok|VBOF* ni|DTP William|NNP 
G:VBTS_VBOF P:VBOF Inangkin 996 0 		Context - *Inangkin|VBOF* ng|CCB magkabilang|VBW_CCP 
G:VBTS_VBOF P:VBOF Itinaas 176 0 		Context - *Itinaas|VBOF* ang|DTC ranggo|NNC 
G:VBTS_VBOF P:VBOF Tingnan 583 0 		Context - *Tingnan|VBOF* sa|CCT Rehiyong|NNP_CCP 
G:VBTS_VBOF P:VBOF basahin 669 11 		Context - anak|NNC na|CCP *basahin|VBOF* ang_mga|DTCP sinulat|VBTS 
G:VBTS_VBOF P:VBOF gawin 1041 8 		Context - ,|PMC maaaring|RBM *gawin|VBOF* ang|DTC pag-edit|NNC 
G:VBTS_VBOF P:VBOF ginawa 1172 2 		Context - Simula|RBW ng|CCB *ginawa|VBOF* ito|PRO noong|RBW_CCP 
G:VBTS_VBOF P:VBOF ginawa 457 4 		Context - alam|VBS ang|DTC *ginawa|VBOF* niya|PRS .|PMP 
G:VBTS_VBOF P:VBOF ginawa 643 12 		Context - Dion|NNP ang|DTC *ginawa|VBOF* ng_mga|DTCP editor|NNC 
G:VBTS_VBOF P:VBOF ilabas 768 1 		Context - Matapos|VBW *ilabas|VBOF* at|CCA i-anunsyo|VBOF 
G:VBTS_VBOF P:VBOF inilabas 527 12 		Context - sumunod|VBAF na|CCP *inilabas|VBOF* .|PMP 
G:VBTS_VBOF P:VBOF itinayo 333 25 		Context - larangan|NNC na|CCP *itinayo|VBOF* pagkatapos|RBW ng|CCB 
G:VBTS_VBOF P:VBOF kinuha 443 19 		Context - fielder|NNC na|CCP *kinuha|VBOF* ang|DTC posisyon|NNC 
G:VBTS_VBOF P:VBOF pangasiwaan 547 14 		Context - kumpanya|NNC na|CCP *pangasiwaan|VBOF* ang_mga|DTCP benta|NNC 
G:VBTS_VBOF P:VBOF pinakasalan 1001 7 		Context - 1981|CDB ,|PMC *pinakasalan|VBOF* ni|DTP Grant|NNP 
G:VBTS_VBOF P:VBOF pinakasalan 788 3 		Context - 1950|CDB ,|PMC *pinakasalan|VBOF* ni|DTP Buckley|NNP 
G:VBTS_VBOF P:VBOF pinalitan 1092 15 		Context - ,|PMC at|CCA *pinalitan|VBOF* ang|DTC bayan|NNC 
G:VBTS_VBOF P:VBOF pinalitan 443 26 		Context - ang|DTC dating|JJD_CCP *pinalitan|VBOF* ng|CCB pitser|NNC 
G:VBTS_VBOF P:VBOF pinigilan 451 32 		Context - Aleman|NNP pero|CCT *pinigilan|VBOF* pa|RBI rin|RBI 
G:VBTS_VBOF P:VBOF pinili 1186 8 		Context - seniors|NNC ang|DTC *pinili|VBOF* na|CCP hindi|RBF 
G:VBTS_VBOF P:VBOF sinabi 232 1 		Context - Parehong|JJC_CCP *sinabi|VBOF* nina|DTPP Rob|NNP 
G:VBTS_VBOF P:VBOF sinabi 650 8 		Context - pangalawang|JJN_CCP album|NNC *sinabi|VBOF* ko|PRS ,|PMC 
G:VBTS_VBOF P:VBOF tinalakay 333 11 		Context - infield|FW ,|PMC *tinalakay|VBOF* sa_itaas|RBL ,|PMC 
G:VBTS_VBOF P:VBOF tinawag 1158 12 		Context - mall|FW na|CCP *tinawag|VBOF* na|CCP "|PMS 
G:VBTS_VBOF P:VBOF tinawag 860 13 		Context - estado|NNC na|CCP *tinawag|VBOF* na|CCP Turkish_Republic_of_Northern_Cyprus|NNP 
G:VBTS_VBOF P:VBOF tinugtog 356 22 		Context - niya|PRS itong|PRO_CCP *tinugtog|VBOF* sa|CCT Late|NNP 
G:VBTS_VBOF P:VBTR kinabilangan 337 9 		Context - ,|PMC na|CCP *kinabilangan|VBTR* ng|CCB lima|JJN 
G:VBTS_VBOF P:VBTR pinanumpaan 21 17 		Context - pamumuno|NNC ay|LM *pinanumpaan|VBTR* sa|CCT Lisbon|NNP 
G:VBTS_VBOF P:VBTR_CCP itinalagang 443 2 		Context - Iniilipat|VBOF ang|DTC *itinalagang|VBTR_CCP* hitter|NNC sa|CCT 
G:VBTS_VBOF P:VBTR_VBOF diniktahan 368 5 		Context - ito|PRO ,|PMC *diniktahan|VBTR_VBOF* ni|DTP Jellicoe|NNP 
G:VBTS_VBOF P:VBTS Ibinalita 358 0 		Context - *Ibinalita|VBTS* ng|CCB gobyerno|NNC 
G:VBTS_VBOF P:VBTS Inakala 584 0 		Context - *Inakala|VBTS* niya|PRS ito|PRO 
G:VBTS_VBOF P:VBTS Iniba 543 0 		Context - *Iniba|VBTS* ni|DTP Buckley|NNP 
G:VBTS_VBOF P:VBTS Inutusan 745 0 		Context - *Inutusan|VBTS* ni|DTP Scheer|NNP 
G:VBTS_VBOF P:VBTS Ipinuri 1651 0 		Context - *Ipinuri|VBTS* siya|PRS ng_mga|DTCP 
G:VBTS_VBOF P:VBTS Isinalaysay 441 0 		Context - *Isinalaysay|VBTS* ni|DTP Osterweis|NNP 
G:VBTS_VBOF P:VBTS Isinulat 1010 0 		Context - *Isinulat|VBTS* ng|CCB medieval|FW 
G:VBTS_VBOF P:VBTS Itinanggi 783 0 		Context - *Itinanggi|VBTS* ng|CCB anak|NNC 
G:VBTS_VBOF P:VBTS Itinatag 53 0 		Context - *Itinatag|VBTS* niya|PRS ang|DTC 
G:VBTS_VBOF P:VBTS Kinunan 2197 4 		Context - Biglaan|NNP .|PMP *Kinunan|VBTS* namin|PRP nang|RBW 
G:VBTS_VBOF P:VBTS binali 288 3 		Context - halip|CCT ,|PMC *binali|VBTS* na|RBI lang|RBI 
G:VBTS_VBOF P:VBTS ginamit 1195 23 		Context - para_sa|RBB mga|DTCP *ginamit|VBTS* ng|CCB tren|NNC 
G:VBTS_VBOF P:VBTS ginawa 309 11 		Context - katotohanan|NNC ng_mga|DTCP *ginawa|VBTS* ni|DTP Hadleigh|NNP 
G:VBTS_VBOF P:VBTS ginawan 666 16 		Context - rock|FW ay|LM *ginawan|VBTS* ng|CCB paraan|NNC 
G:VBTS_VBOF P:VBTS hinalal 2246 14 		Context - ,|PMC at|CCA *hinalal|VBTS* na|CCP punong|JJD_CCP 
G:VBTS_VBOF P:VBTS hinasa 159 13 		Context - Osterweis|NNP ,|PMC *hinasa|VBTS* ni|DTP Buckley|NNP 
G:VBTS_VBOF P:VBTS hinirang 71 18 		Context - ang|DTC isa|PRI *hinirang|VBTS* sa|CCT komunidad|NNC 
G:VBTS_VBOF P:VBTS hinulma 1830 16 		Context - ito|PRO ay|LM *hinulma|VBTS* sa_loob|RBL ng|CCB 
G:VBTS_VBOF P:VBTS ibinigay 21 21 		Context - Lisbon|NNP at|CCA *ibinigay|VBTS* ng|CCB bansa|NNC 
G:VBTS_VBOF P:VBTS ibinigay 810 10 		Context - ,|PMC ay|LM *ibinigay|VBTS* sa|CCT P.R.|NNPA 
G:VBTS_VBOF P:VBTS inanyayahan 1394 28 		Context - Cebu|NNP at|CCA *inanyayahan|VBTS* ang_mga|DTCP katutubo|NNC 
G:VBTS_VBOF P:VBTS inibato 780 26 		Context - bato|NNC ang|DTC *inibato|VBTS* at|CCA kung|CCR 
G:VBTS_VBOF P:VBTS inihalal 1115 26 		Context - Fazilk?k|NNP ,|PMC *inihalal|VBTS* sila|PRP ng|CCB 
G:VBTS_VBOF P:VBTS inihayag 768 24 		Context - ,|PMC at|CCA *inihayag|VBTS* niya|PRS sa|CCT 
G:VBTS_VBOF P:VBTS inuri 232 30 		Context - siya|PRS at|CCA *inuri|VBTS* ang|DTC kanyang|PRSP_CCP 
G:VBTS_VBOF P:VBTS isinulat 61 16 		Context - Rand|NNP na|CCP *isinulat|VBTS* ni|DTP Whittaker|NNP 
G:VBTS_VBOF P:VBTS isinulat 649 6 		Context - pocket-book|NNC na|CCP *isinulat|VBTS* ni|DTP John|NNP 
G:VBTS_VBOF P:VBTS itinaas 1092 7 		Context - lungsod|NNC ay|LM *itinaas|VBTS* bilang|CCT kabisera|NNC 
G:VBTS_VBOF P:VBTS itinalang 402 31 		Context - census|FW na|CCP *itinalang|VBTS* mula_sa|RBL 32|CDB 
G:VBTS_VBOF P:VBTS itinatag 886 5 		Context - kompanya|NNC na|CCP *itinatag|VBTS* sa|CCT Turin|NNP 
G:VBTS_VBOF P:VBTS itinayo 1905 7 		Context - B.C.|NNPA ang|DTC *itinayo|VBTS* sa|CCT Ao|NNP 
G:VBTS_VBOF P:VBTS itinayo 941 27 		Context - ,|PMC na|CCP *itinayo|VBTS* noong|RBW_CCP 1950's|CDB 
G:VBTS_VBOF P:VBTS kinilala 799 14 		Context - dahil_sa|RBP hindi|RBF *kinilala|VBTS* ng|CCB Republika|NNP 
G:VBTS_VBOF P:VBTS kinomisyon 1089 6 		Context - Remonstrance|NNP ,|PMC *kinomisyon|VBTS* ni|DTP Van_der_Donck|NNP 
G:VBTS_VBOF P:VBTS pinalitan 176 21 		Context - ,|PMC habang|RBW *pinalitan|VBTS* siya|PRS ni|DTP 
G:VBTS_VBOF P:VBTS pinalitan 2658 5 		Context - bansa|NNC ay|LM *pinalitan|VBTS* ang|DTC steam|FW 
G:VBTS_VBOF P:VBTS pinamahagi 368 48 		Context - malawak|JJD na|CCP *pinamahagi|VBTS* at|CCA mabisang|RBD_CCP 
G:VBTS_VBOF P:VBTS pinunan 2354 5 		Context - pagpanganak|NNC ay|LM *pinunan|VBTS* ng|CCB pandarayuhan|NNC 
G:VBTS_VBOF P:VBTS sinabi 87 2 		Context - Pabiro|RBD niyang|PRS_CCP *sinabi|VBTS* ,|PMC "|PMS 
G:VBTS_VBOF P:VBTS sinulat 669 13 		Context - basahin|VBOF ang_mga|DTCP *sinulat|VBTS* ni|DTP Nock|NNP 
G:VBTS_VBOF P:VBTS tinalikuran 543 8 		Context - palagay|NNC at|CCA *tinalikuran|VBTS* niya|PRS ang|DTC 
G:VBTS_VBOF P:VBTS tinutulan 860 22 		Context - isang|PRI_CCP aksyong|NNC_CCP *tinutulan|VBTS* ng|CCB United|NNP 
G:VBTS_VBOF P:VBTS_CCP iminungkahing 1603 17 		Context - iba|PRI pang|RBI_CCP *iminungkahing|VBTS_CCP* mga|DTCP pangalan|NNC 
G:VBTS_VBOF P:VBTS_CCP pinaniwalaang 264 8 		Context - hindi|RBF niya|PRS *pinaniwalaang|VBTS_CCP* nararapat|RBD magbigay|VBW 
G:VBTS_VBOF_CCP P:VBTR_CCP pinasadyang 547 10 		Context - papalitan|VBTF sa_pamamagitan_ng|CCT *pinasadyang|VBTR_CCP* mga|DTCP kumpanya|NNC 
G:VBTS_VBRF P:VBRF Pinagkalooban 799 0 		Context - *Pinagkalooban|VBRF* ng|CCB TRNC|NNPA 
G:VBTS_VBRF P:VBTR_VBRF pinag-isipan 232 18 		Context - na|CCP hindi|RBF *pinag-isipan|VBTR_VBRF* ni|DTP Dion|NNP 
G:VBW P:JJD Magkatulad 2111 0 		Context - *Magkatulad|JJD* ang|DTC Kildalton|NNP 
G:VBW P:JJD Magkatulad 2281 0 		Context - *Magkatulad|JJD* ang|DTC energy|FW 
G:VBW P:JJD interesado 1862 4 		Context - siya|PRS ay|LM *interesado|JJD* sa|CCT Ode_to_Joy|NNP 
G:VBW P:JJD maaksidente 1725 16 		Context - sila|PRP ay|LM *maaksidente|JJD* .|PMP 
G:VBW P:JJD maayos 2286 24 		Context - upang|CCB muling|RBW_CCP *maayos|JJD* ang|DTC pampulitika|JJD 
G:VBW P:JJD mababaliwala 2185 14 		Context - naman|RBI hindi|RBF *mababaliwala|JJD* ng_mga|DTCP palusob|JJD 
G:VBW P:JJD mabilang-bilang 98 23 		Context - ay|LM hindi|RBF *mabilang-bilang|JJD* .|PMP 
G:VBW P:JJD mabulag 492 17 		Context - rin|RBI tayong|PRP_CCP *mabulag|JJD* .|PMP 
G:VBW P:JJD mahinog 2503 20 		Context - halaman|NNC ay|LM *mahinog|JJD* (|PMS kadalasan|RBW 
G:VBW P:JJD mahinuha 2081 22 		Context - nito|PRO na|CCP *mahinuha|JJD* .|PMP 
G:VBW P:JJD mahinuha 2701 3 		Context - na|CCP hindi|RBF *mahinuha|JJD* ang|DTC bilis|NNC 
G:VBW P:JJD maingat 1925 16 		Context - ,|PMC kaya|CCR *maingat|JJD* si|DTP Suharto|NNP 
G:VBW P:JJD makabasa 2624 16 		Context - hindi|RBF na|RBI *makabasa|JJD* ng_mga|DTCP ilang|PRQ_CCP 
G:VBW P:JJD makailan 2590 5 		Context - sinusundan|VBTR ng_mga|DTCP *makailan|JJD* ilan|PRQ na|CCP 
G:VBW P:JJD makatagal 2285 33 		Context - na|CCP kayang|RBD_CCP *makatagal|JJD* sa|CCT mga|DTCP 
G:VBW P:JJD makatalo 2645 17 		Context - tao|NNC na|CCP *makatalo|JJD* sa|CCT Kobayashi|NNP 
G:VBW P:JJD malayuan 2469 15 		Context - maramihan|JJD at|CCA *malayuan|JJD* ,|PMC at|CCA 
G:VBW P:JJD maluwag 2051 19 		Context - ang|DTC dating|JJD_CCP *maluwag|JJD* na|CCP kapulungan|NNC 
G:VBW P:JJD mapagkakatulad 318 10 		Context - buhay|NNC ay|LM *mapagkakatulad|JJD* sa|CCT pagpapakilala|NNC 
G:VBW P:JJD mapanaig 2706 2 		Context - Ngunit|CCT ,|PMC *mapanaig|JJD* na|CCP picktograpiya|NNC 
G:VBW P:JJD maputol 2574 18 		Context - masalin|VBW ,|PMC *maputol|JJD* ,|PMC at|CCA 
G:VBW P:JJD maputol 2584 13 		Context - hindi|RBF na|CCP *maputol|JJD* ang|DTC isang|PRI_CCP 
G:VBW P:JJD masabotahe 2774 26 		Context - Picard|NNP na|CCP *masabotahe|JJD* ang_mga|DTCP plano|NNC 
G:VBW P:JJD matakot 650 18 		Context - pagpipilian|NNC ang|DTC *matakot|JJD* sa|CCT isa|PRI 
G:VBW P:JJD matakot 650 33 		Context - o|CCT hindi|RBF *matakot|JJD* at|CCA maging|VBW 
G:VBW P:JJD matuloy-tuloy 2550 7 		Context - ay|LM hindi|RBF *matuloy-tuloy|JJD* ,|PMC kahit|CCT 
G:VBW P:JJD pabalik 1261 13 		Context - ang|DTC hukbong-dagat|NNC_CCP *pabalik|JJD* ng|CCB Espanya|NNP 
G:VBW P:JJD sang-ayon 2855 5 		Context - ay|LM hindi|RBF *sang-ayon|JJD* sa|CCT pagsagupa|NNC 
G:VBW P:NNC Pagkalabas 1627 0 		Context - *Pagkalabas|NNC* sa|CCT kanyon|NNC 
G:VBW P:NNC Pagpatuloy 2069 0 		Context - *Pagpatuloy|NNC* ng|CCB pag-unlad|NNC 
G:VBW P:NNC gawa 781 11 		Context - naka-print|JJD na|CCP *gawa|NNC* katulad_ng|JJC aklat|NNC 
G:VBW P:NNC kita 496 11 		Context - kung|RBK saan|RBQ *kita|NNC* ang|DTC metal|NNC 
G:VBW P:NNC mag-aaral 2649 3 		Context - 4500|CDB na|CCP *mag-aaral|NNC* ang|DTC kumakatawan|VBTR_VBAF 
G:VBW P:NNC magbubukid 1208 6 		Context - samahan|NNC ng|CCB *magbubukid|NNC* ng|CCB United|NNP 
G:VBW P:NNC magkaibigan 2935 5 		Context - ang|DTC pagiging|VBTR *magkaibigan|NNC* nila|PRP ni|DTP 
G:VBW P:NNC magkakasukat 2218 14 		Context - may|VBH 2|CDB *magkakasukat|NNC* na|CCP tryanggulong|NNC_CCP 
G:VBW P:NNC malapat 2704 16 		Context - at|CCA unang|JJN_CCP *malapat|NNC* upang|CCB masigurado|VBW 
G:VBW P:NNC mamumuhunan 3020 23 		Context - mga|DTCP dayuhang|JJD_CCP *mamumuhunan|NNC* ang|DTC parehong|JJC_CCP 
G:VBW P:NNC manahimik 2356 17 		Context - Hayes|NNP na|CCP *manahimik|NNC* tungkol_dito|RBR .|PMP 
G:VBW P:NNC pag-aalinlangan 1780 9 		Context - simula|RBW ng|CCB *pag-aalinlangan|NNC* at|CCA ang|DTC 
G:VBW P:NNC pag-aaral 2548 1 		Context - Isang|PRI_CCP *pag-aaral|NNC* ang|DTC nagtermino|VBTR 
G:VBW P:NNC pag-aaral 2956 41 		Context - tumigil|VBAF sa|CCT *pag-aaral|NNC* at|CCA nagtrabaho|VBTS 
G:VBW P:NNC pag-aari 2206 18 		Context - Lahat|PRI ng|CCB *pag-aari|NNC* .|PMP Gay|NNP 
G:VBW P:NNC pag-aari 2589 9 		Context - salamat|RBS sa|CCT *pag-aari|NNC* ng|CCB Commodore|NNP 
G:VBW P:NNC pag-aari 2612 4 		Context - sa|CCT mga|DTCP *pag-aari|NNC* ng|CCB gobyerno|NNC 
G:VBW P:NNC pag-alam 3027 8 		Context - nabigo|VBTS sa|CCT *pag-alam|NNC* kung|CCR ang|DTC 
G:VBW P:NNC pag-apila 1644 25 		Context - ,|PMC ang|DTC *pag-apila|NNC* nito|PRO sa|CCT 
G:VBW P:NNC pag-asa 2127 20 		Context - dahil_sa|RBP kanilang|PRSP_CCP *pag-asa|NNC* sa|CCT hindi|RBF 
G:VBW P:NNC pag-asa 2182 57 		Context - letra|NNC ang|DTC *pag-asa|NNC* ng|CCB mambabasa|NNC 
G:VBW P:NNC pag-asa 2378 6 		Context - pagbibigay-lakas|NNC at|CCA *pag-asa|NNC* ng|CCB Alemanya|NNP 
G:VBW P:NNC pag-edit 2022 23 		Context - pagsalin|NNC at|CCA *pag-edit|NNC* ni|DTP ?Ajaj|NNP 
G:VBW P:NNC pag-iintindi 2512 14 		Context - nakadepende|VBTS sa|CCT *pag-iintindi|NNC* ng|CCB natira|VBTS 
G:VBW P:NNC pag-iisip 2815 53 		Context - literatura|NNC ng|CCB *pag-iisip|NNC* (|PMS partikular|JJD 
G:VBW P:NNC pag-ikot 2244 23 		Context - isang|PRI_CCP solong|JJD_CCP *pag-ikot|NNC* ng|CCB dais|NNC 
G:VBW P:NNC pag-improve 3021 13 		Context - ang|DTC naging|VBTS *pag-improve|NNC* sa|CCT performance|FW 
G:VBW P:NNC pag-iral 2166 20 		Context - tumigil|VBAF sa|CCT *pag-iral|NNC* noong|RBW_CCP unang|JJN_CCP 
G:VBW P:NNC pag-isahin 2406 25 		Context - estadong|NNC_CCP German|NNP *pag-isahin|NNC* bilang|CCT iisang|JJD_CCP 
G:VBW P:NNC pag-mass_produce 679 24 		Context - pagtigil|NNC sa|CCT *pag-mass_produce|NNC* ng|CCB phonograph|FW 
G:VBW P:NNC pag-obserba 2653 49 		Context - gabi|RBW ng|CCB *pag-obserba|NNC* )|PMS .|PMP 
G:VBW P:NNC pag-project 355 4 		Context - gawin|VBOF sa_pamamagitan_ng|CCT *pag-project|NNC* ng|CCB imahe|NNC 
G:VBW P:NNC pag-unlad 1738 8 		Context - kaugnay_sa|JJC pinakamaagang|JJCS_JJD_CCP *pag-unlad|NNC* ng|CCB mikroskopya|NNC 
G:VBW P:NNC pag-unlad 1877 1 		Context - Ang|DTC *pag-unlad|NNC* ng|CCB gobyernong|NNC_CCP 
G:VBW P:NNC pag-unlad 2069 2 		Context - Pagpatuloy|NNC ng|CCB *pag-unlad|NNC* export-oriented|FW na|CCP 
G:VBW P:NNC pag-unlad 2126 38 		Context - kurso|NNC at|CCA *pag-unlad|NNC* ng|CCB sikretong|JJD_CCP 
G:VBW P:NNC pag-unlad 2861 4 		Context - tunay|JJD na|CCP *pag-unlad|NNC* dito|PRL ay|LM 
G:VBW P:NNC pag-uugali 2072 15 		Context - kaugalian|NNC at|CCA *pag-uugali|NNC* habang|RBW nagtatrabaho|VBTR 
