	Gold 	 Count 	 Distribution 	 Recalled 	 Recall %
G:VBTR P:VBTS Nagkokompetensya 381 0 		Context - *Nagkokompetensya|VBTS* ang|DTC phonograph|FW 
G:VBTR P:VBTS Nagtatagpo 747 0 		Context - *Nagtatagpo|VBTS* ang|DTC Burma|NNP 
G:VBTR P:VBTS Nagtatangka 827 0 		Context - *Nagtatangka|VBTS* ang|DTC pangangasiwa|NNC 
G:VBTR P:VBTS Nagtutulungan 100 0 		Context - *Nagtutulungan|VBTS* ang_mga|DTCP magulang|NNC 
G:VBTR P:VBTS Naiimpeksyonan 1530 0 		Context - *Naiimpeksyonan|VBTS* ng|CCB virus|FW 
G:VBTR P:VBTS Nakadudulot 223 0 		Context - *Nakadudulot|VBTS* ng|CCB kontradiksyon|NNC 
G:VBTR P:VBTS Nakakapagbigay 606 0 		Context - *Nakakapagbigay|VBTS* mismo|RBT ang|DTC 
G:VBTR P:VBTS Nakakita 712 0 		Context - *Nakakita|VBTS* ang|DTC Buffalo|NNP 
G:VBTR P:VBTS Nakaliligtas 1523 0 		Context - *Nakaliligtas|VBTS* ang|DTC latent|FW 
G:VBTR P:VBTS Nakararanas 736 0 		Context - *Nakararanas|VBTS* ng|CCB pangkalahatang|PRI_CCP 
G:VBTR P:VBTS Nakatutulong 421 0 		Context - *Nakatutulong|VBTS* ang|DTC Midway|NNP 
G:VBTR P:VBTS Napapaganda 581 0 		Context - *Napapaganda|VBTS* ng|CCB Coral|NNP 
G:VBTR P:VBTS Napapahiwatig 654 0 		Context - *Napapahiwatig|VBTS* bilang|CCT isang|PRI_CCP 
G:VBTR P:VBTS Natutulungan 839 0 		Context - *Natutulungan|VBTS* ng|CCB pagpatak|NNC 
G:VBTR P:VBTS Nilalampasan 102 0 		Context - *Nilalampasan|VBTS* ng|CCB pahilagang|JJD_CCP 
G:VBTR P:VBTS Pinatutunayan 750 0 		Context - *Pinatutunayan|VBTS* ng|CCB Philo|NNP 
G:VBTR P:VBTS Sinilbihan 562 0 		Context - *Sinilbihan|VBTS* din|RBI ang|DTC 
G:VBTR P:VBTS dinadagdag 76 27 		Context - taon|NNC ang|DTC *dinadagdag|VBTS* sa|CCT inaasahang|VBTR_CCP 
G:VBTR P:VBTS inaatake 1438 31 		Context - recipient|FW ay|LM *inaatake|VBTS* ang|DTC trinansplant|FW 
G:VBTR P:VBTS ipinalalabas 496 19 		Context - ilaw|NNC na|CCP *ipinalalabas|VBTS* ng_mga|DTCP electron|FW 
G:VBTR P:VBTS isinasalita 1348 10 		Context - Cebu|NNP at|CCA *isinasalita|VBTS* rin|RBI ito|PRO 
G:VBTR P:VBTS itinatanghal 1362 15 		Context - kung|RBK saan|RBQ *itinatanghal|VBTS* si|DTP Keith|NNP 
G:VBTR P:VBTS itinatanghal 1578 14 		Context - Prize|NNP ay|LM *itinatanghal|VBTS* .|PMP 
G:VBTR P:VBTS naabot 1358 3 		Context - distansya|NNC na|CCP *naabot|VBTS* at|CCA katumpakan|NNC 
G:VBTR P:VBTS nag-eextend 1180 9 		Context - ,|PMC at|CCA *nag-eextend|VBTS* patungong|RBL_CCP silangan|JJD 
G:VBTR P:VBTS nag-uulat 550 3 		Context - Council_of_Ministers|NNP ang|DTC *nag-uulat|VBTS* sa|CCT Legislative|NNP 
G:VBTR P:VBTS nagdudugtong 1149 30 		Context - ,|PMC na|CCP *nagdudugtong|VBTS* sa|CCT Nile|NNP 
G:VBTR P:VBTS nagho-host 1564 4 		Context - Town|NNP ay|LM *nagho-host|VBTS* ng|CCB maraming|PRI_CCP 
G:VBTR P:VBTS nagingg 809 12 		Context - kung|RBK saan|RBQ *nagingg|VBTS* mas|JJCC makapal|JJD 
G:VBTR P:VBTS nagkakaron 519 1 		Context - Habang|RBW *nagkakaron|VBTS* ang|DTC mata|NNC 
G:VBTR P:VBTS nagkakasundo 481 2 		Context - Gayunman|CCB ,|PMC *nagkakasundo|VBTS* sa|CCT pangkabuuan|JJD 
G:VBTR P:VBTS nagkakasya 254 32 		Context - na|CCP hindi|RBF *nagkakasya|VBTS* sa|CCT alinman|PRI 
G:VBTR P:VBTS nagmamaneho 1236 31 		Context - '|PMS habang|RBW *nagmamaneho|VBTS* ng_mga|DTCP track|FW 
G:VBTR P:VBTS nagpupugad 225 1 		Context - Habang|RBW *nagpupugad|VBTS* ,|PMC hindi|RBF 
G:VBTR P:VBTS nagpupulong 614 7 		Context - kung|RBK saan|RBQ *nagpupulong|VBTS* ang_mga|DTCP delegado|NNC 
G:VBTR P:VBTS nagrerepresenta 832 13 		Context - dinosaur|NNC ang|DTC *nagrerepresenta|VBTS* ng|CCB mas|JJCC 
G:VBTR P:VBTS nahahanginan 404 24 		Context - dahon|NNC kapag|CCR *nahahanginan|VBTS* .|PMP 
G:VBTR P:VBTS nahihiya 1351 15 		Context - minsan|RBW ay|LM *nahihiya|VBTS* para_sa|RBB kanyang|PRSP_CCP 
G:VBTR P:VBTS naiirita 77 4 		Context - Stallman|NNP na|CCP *naiirita|VBTS* siya|PRS ,|PMC 
G:VBTR P:VBTS naisasagawa 665 2 		Context - Madalang|RBW na|CCP *naisasagawa|VBTS* ito|PRO sa|CCT 
G:VBTR P:VBTS naitutugtog 356 15 		Context - mahusay|RBD niyang|PRS_CCP *naitutugtog|VBTS* ang|DTC harpsichord|FW 
G:VBTR P:VBTS naka-tatak 157 25 		Context - osteoderms|FW ,|PMC *naka-tatak|VBTS* ito|PRO sa|CCT 
G:VBTR P:VBTS nakagagawa 924 22 		Context - ,|PMC na|CCP *nakagagawa|VBTS* ng|CCB batang|NNC_CCP 
G:VBTR P:VBTS nakakakuwentuhan 1508 4 		Context - niya|PRS at|CCA *nakakakuwentuhan|VBTS* ang|DTC tanyag|JJD 
G:VBTR P:VBTS nakasakop 164 6 		Context - lamang|RBI ang|DTC *nakasakop|VBTS* sa|CCT Vaud|NNP 
G:VBTR P:VBTS nalalayo 982 1 		Context - Hindi|RBF *nalalayo|VBTS* ang|DTC anyo|NNC 
G:VBTR P:VBTS nanatili 1155 13 		Context - patuloy-tuloy|JJD na|CCP *nanatili|VBTS* noong|RBW_CCP sinaunang-panahon|JJD 
G:VBTR P:VBTS napagtitibay 198 13 		Context - rin|RBI ito|PRO *napagtitibay|VBTS* ng|CCB Minister|NNP 
G:VBTR P:VBTS napupuna 517 3 		Context - liverworts|FW ay|LM *napupuna|VBTS* dahil_sa|RBP pare-parehas|JJC 
G:VBTR P:VBTS nasasakupan 279 17 		Context - bansa|NNC ay|LM *nasasakupan|VBTS* ng|CCB disyerto|NNC 
G:VBTR P:VBTS nasasali 769 6 		Context - natatanging|JJD_CCP di|RBF *nasasali|VBTS* sa|CCT tuntuning|NNC_CCP 
G:VBTR P:VBTS nasisiyahan 658 15 		Context - Kirby|NNP na|CCP *nasisiyahan|VBTS* ang_mga|DTCP tagataguyod|NNC 
G:VBTR P:VBTS pinahahalagahan 1620 25 		Context - na|CCP kanyang|PRSP_CCP *pinahahalagahan|VBTS* .|PMP 
G:VBTR P:VBTS pinaniniwalaan 1350 2 		Context - Sa_karagdagan|CCU ,|PMC *pinaniniwalaan|VBTS* ng_mga|DTCP ibang|JJD_CCP 
G:VBTR P:VBTS pinaniniwalaan 297 6 		Context - ito|PRO ,|PMC *pinaniniwalaan|VBTS* ng_mga|DTCP iskolar|NNC 
G:VBTR P:VBTS pinapalipad 925 48 		Context - na|CCP maaring|RBM *pinapalipad|VBTS* ang|DTC UAS|NNPA 
G:VBTR P:VBTS_VBOF binabasa 1339 5 		Context - kanyang|PRSP_CCP mga|DTCP *binabasa|VBTS_VBOF* ,|PMC nabawasan|VBTS 
G:VBTR P:VBTS_VBOF ililimbag 655 2 		Context - Muli|RBW itong|PRO_CCP *ililimbag|VBTS_VBOF* nang|RBW tatlumpu't|JJN_CCA 
G:VBTR P:VBTS_VBOF inihahalo 109 5 		Context - emulsyon|NNC ay|LM *inihahalo|VBTS_VBOF* sa|CCT mga|DTCP 
G:VBTR P:VBTS_VBOF itinakda 1044 21 		Context - subjects|FW na|CCP *itinakda|VBTS_VBOF* ng|CCB majors|NNC 
G:VBTR_CCP P:JJD_CCP magkakaibang 1122 7 		Context - ng|CCB pitong|JJN_CCP *magkakaibang|JJD_CCP* ministro|NNC ng|CCB 
G:VBTR_CCP P:JJD_CCP magkakaibang 505 15 		Context - sa_pagitan|RBL ng|CCB *magkakaibang|JJD_CCP* etniko|NNC at|CCA 
G:VBTR_CCP P:JJD_CCP mapapanatiling 609 9 		Context - makalikha|VBW ng|CCB *mapapanatiling|JJD_CCP* negosyo|NNC na|CCP 
G:VBTR_CCP P:JJD_CCP nagsasariling 851 30 		Context - para_sa|RBB mga|DTCP *nagsasariling|JJD_CCP* mga|DTCP kalalakihan|NNC 
G:VBTR_CCP P:JJD_CCP nagsasariling 877 18 		Context - gawing|VBOF_CCP isang|PRI_CCP *nagsasariling|JJD_CCP* teritoryo|NNC ang|DTC 
G:VBTR_CCP P:JJD_CCP nangungunang 1322 1 		Context - Isang|PRI_CCP *nangungunang|JJD_CCP* tagabangko|NNC sa|CCT 
G:VBTR_CCP P:JJD_CCP natatanging 769 4 		Context - ay|LM ang|DTC *natatanging|JJD_CCP* di|RBF nasasali|VBTS 
G:VBTR_CCP P:JJD_CCP natitirang 1134 3 		Context - liverworts|FW ang_mga|DTCP *natitirang|JJD_CCP* grupo|NNC ng|CCB 
G:VBTR_CCP P:NNC_CCP kumikitang 1416 25 		Context - o|CCT isang|PRI_CCP *kumikitang|NNC_CCP* istaka|NNC sa|CCT 
G:VBTR_CCP P:NNC_CCP paniniwalang 875 16 		Context - nito|PRO ang|DTC *paniniwalang|NNC_CCP* Islam|NNP at|CCA 
G:VBTR_CCP P:RBD_CCP kinakailangang 1241 1 		Context - Kung|CCR *kinakailangang|RBD_CCP* sumira|VBAF ng|CCB 
G:VBTR_CCP P:RBD_CCP nagsisimulang 1560 26 		Context - paaralan|NNC ang|DTC *nagsisimulang|RBD_CCP* magturo|VBW ng|CCB 
G:VBTR_CCP P:RBD_CCP nakakadismayang 1483 13 		Context - paggawa|NNC at|CCA *nakakadismayang|RBD_CCP* estado|NNC sa|CCT 
G:VBTR_CCP P:RBD_CCP nananatiling 830 8 		Context - ngayon|RBW ay|LM *nananatiling|RBD_CCP* pangalan|NNC ng_mga|DTCP 
G:VBTR_CCP P:RBD_CCP tinatayang 1397 15 		Context - ,|PMC na|CCP *tinatayang|RBD_CCP* aabot|VBTR sa|CCT 
G:VBTR_CCP P:VBTR Tinatayang 954 0 		Context - *Tinatayang|VBTR* may|VBH 163|CDB 
G:VBTR_CCP P:VBTR naglalabas 909 20 		Context - maaaring|RBM hindi|RBF *naglalabas|VBTR* ang|DTC apoy|NNC 
G:VBTR_CCP P:VBTR nakikitang 335 21 		Context - lahat|PRI ng_mga|DTCP *nakikitang|VBTR* ilaw|NNC at|CCA 
G:VBTR_CCP P:VBTR nangangahulugang 824 36 		Context - ,|PMC na|CCP *nangangahulugang|VBTR* ito|PRO na|CCP 
G:VBTR_CCP P:VBTR pinaniniwalaang 1134 15 		Context - generation|FW ,|PMC *pinaniniwalaang|VBTR* na|CCP pinakamalakas|JJCS_JJD 
G:VBTR_CCP P:VBTR_VBAF_CCP lumalagong 1164 1 		Context - Ang|DTC *lumalagong|VBTR_VBAF_CCP* kapangyarihan|NNC ng|CCB 
G:VBTR_CCP P:VBTS_CCP Nakakasawalang 1096 0 		Context - *Nakakasawalang|VBTS_CCP* bisa|NNC ng|CCB 
G:VBTR_CCP P:VBTS_CCP inaakusang 506 49 		Context - imbestigahan|VBOF ang_mga|DTCP *inaakusang|VBTS_CCP* krimen|NNC .|PMP 
G:VBTR_CCP P:VBTS_CCP nababagong 1487 13 		Context - unahan|CDB ng|CCB *nababagong|VBTS_CCP* enerhiya|NNC at|CCA 
G:VBTR_CCP P:VBTS_CCP nabibiling 1153 3 		Context - kilala|JJD bilang|CCT *nabibiling|VBTS_CCP* produktong|NNC_CCP sopistikado|JJD 
G:VBTR_CCP P:VBTS_CCP nadedeklarang 276 7 		Context - hindi|RBF pa|RBI *nadedeklarang|VBTS_CCP* pandagat|JJD na|CCP 
G:VBTR_CCP P:VBTS_CCP nagsisimulang 896 21 		Context - mahalaga|JJD ang|DTC *nagsisimulang|VBTS_CCP* pitchers|NNC .|PMP 
G:VBTR_CCP P:VBTS_CCP nawawalang 876 16 		Context - ngunit|CCT ang|DTC *nawawalang|VBTS_CCP* kakulangan|NNC factor|FW 
G:VBTR_CCP P:VBTS_CCP pinamamagatang 1569 19 		Context - ngayon|RBW ay|LM *pinamamagatang|VBTS_CCP* On_the_Road|NNP .|PMP 
G:VBTR_CCP P:VBTS_CCP pinananatiling 1135 1 		Context - Habang|RBW *pinananatiling|VBTS_CCP* tama|RBT ang|DTC 
G:VBTR_VBAF P:RBD umaasa 1428 77 		Context - pero|CCT walang|VBN_CCP *umaasa|RBD* nang|RBD kabuuan|PRI 
G:VBTR_VBAF P:VBAF Lumalayo 1384 0 		Context - *Lumalayo|VBAF* ang|DTC ilan|PRI 
G:VBTR_VBAF P:VBAF dumarayo 805 8 		Context - tao|NNC ang|DTC *dumarayo|VBAF* sa|CCT paliparan|NNC 
G:VBTR_VBAF P:VBAF humalo 892 14 		Context - gusali|NNC ay|LM *humalo|VBAF* sa_lagpas|RBL modernong|JJD_CCP 
G:VBTR_VBAF P:VBAF tumingin 51 5 		Context - hitter|NNC ng|CCB *tumingin|VBAF* para_sa|RBB isang|PRI_CCP 
G:VBTR_VBAF P:VBTR Bumubuo 690 0 		Context - *Bumubuo|VBTR* ng|CCB magkapares|JJD 
G:VBTR_VBAF P:VBTR Sumasalamin 1032 0 		Context - *Sumasalamin|VBTR* ang|DTC hip|FW 
G:VBTR_VBAF P:VBTR gumagalaw 915 13 		Context - pagtanggap|NNC ng|CCB *gumagalaw|VBTR* na|CCP imahe|NNC 
G:VBTR_VBAF P:VBTR gumagamit 1029 14 		Context - hanggang|RBW sa|CCT *gumagamit|VBTR* ng|CCB kuwerdas|NNC 
G:VBTR_VBAF P:VBTR gumagamit 239 12 		Context - mount|FW na|CCP *gumagamit|VBTR* ng|CCB Stanton|NNP 
G:VBTR_VBAF P:VBTR gumagawa 114 18 		Context - ,|PMC na|CCP *gumagawa|VBTR* ng_mga|DTCP desisyon|NNC 
G:VBTR_VBAF P:VBTR gumagawa 239 1 		Context - Pana-panahon|RBW *gumagawa|VBTR* pa|RBI rin|RBI 
G:VBTR_VBAF P:VBTR gumagawa 841 27 		Context - o|CCT kumpanyang|NNC_CCP *gumagawa|VBTR* ng_mga|DTCP bandilang|NNC_CCP 
G:VBTR_VBAF P:VBTR kumokontrol 370 10 		Context - awtoridad|NNC na|CCP *kumokontrol|VBTR* sa|CCT Albania|NNP 
G:VBTR_VBAF P:VBTR sumusunod 47 5 		Context - depinisyon|NNC ng|CCB *sumusunod|VBTR* na|CCP bagay|NNC 
G:VBTR_VBAF P:VBTR tumutukoy 781 5 		Context - termino|NNC ay|LM *tumutukoy|VBTR* sa|CCT pamamahagi|NNC 
G:VBTR_VBAF P:VBTR umaabot 1205 11 		Context - barko|NNC na|CCP *umaabot|VBTR* sa|CCT bigat|NNC 
G:VBTR_VBAF P:VBTR umaasa 406 8 		Context - ekonomiya|NNC na|CCP *umaasa|VBTR* rin|RBI sa|CCT 
G:VBTR_VBAF P:VBTR umiiral 1464 8 		Context - na|CCP dating|JJD_CCP *umiiral|VBTR* sa|CCT Cebu|NNP 
G:VBTR_VBAF P:VBTR umuusog 1177 1 		Context - Habang|RBW *umuusog|VBTR* sila|PRP palayo_sa|RBL 
G:VBTR_VBAF_CCP P:VBTR_CCP sumusuportang 752 2 		Context - Mayroon|VBH ding|RBI_CCP *sumusuportang|VBTR_CCP* kasunduan|NNC na|CCP 
G:VBTR_VBAF_CCP P:VBTR_CCP tumatangging 380 16 		Context - isang|PRI_CCP bansang|NNC_CCP *tumatangging|VBTR_CCP* matuto|VBW mula_sa|RBL 
G:VBTR_VBOF P:RBD kinakailangan 1093 5 		Context - grupo|NNC ay|LM *kinakailangan|RBD* makakuha|VBW ng|CCB 
G:VBTR_VBOF P:VBOF binato 1025 13 		Context - bola|NNC ay|LM *binato|VBOF* sa|CCT mataas|JJD 
G:VBTR_VBOF P:VBOL Iniilipat 443 0 		Context - *Iniilipat|VBOL* ang|DTC itinalagang|VBTS_VBOF 
G:VBTR_VBOF P:VBTR Hinahati 178 0 		Context - *Hinahati|VBTR* ng|CCB dalawang|JJN_CCP 
G:VBTR_VBOF P:VBTR Inaalagaan 791 0 		Context - *Inaalagaan|VBTR* ng|CCB parehong|JJC_CCP 
G:VBTR_VBOF P:VBTR Kinakatwan 347 0 		Context - *Kinakatwan|VBTR* ng_mga|DTCP binotong|JJD_CCP 
G:VBTR_VBOF P:VBTR Tinatangkain 971 0 		Context - *Tinatangkain|VBTR* ng_mga|DTCP batters|NNC 
G:VBTR_VBOF P:VBTR binubuo 322 2 		Context - Sa|CCT pangkalahatan|PRI *binubuo|VBTR* ng|CCB dance|FW 
G:VBTR_VBOF P:VBTR binubuo 477 5 		Context - Center|NNP ,|PMC *binubuo|VBTR* nila|PRP ang|DTC 
G:VBTR_VBOF P:VBTR ginagamit 1195 32 		Context - ,|PMC maaaring|RBM *ginagamit|VBTR* ang|DTC Michigan|NNP 
G:VBTR_VBOF P:VBTR ginagamit 362 16 		Context - Union|NNP ay|LM *ginagamit|VBTR* din|RBI .|PMP 
G:VBTR_VBOF P:VBTR ginagamit 896 1 		Context - Hindi|RBF *ginagamit|VBTR* sa|CCT mga|DTCP 
G:VBTR_VBOF P:VBTR ginagawa 1025 23 		Context - naman|RBI ang|DTC *ginagawa|VBTR* upang|CCB icurve|VBOF 
G:VBTR_VBOF P:VBTR ibinebenta 289 23 		Context - pagkatapos|RBW ay|LM *ibinebenta|VBTR* sa|CCT kumpanyang|NNC_CCP 
G:VBTR_VBOF P:VBTR iniiwasan 943 5 		Context - grupo|NNC ay|LM *iniiwasan|VBTR* paminsan|RBW ang|DTC 
G:VBTR_VBOF P:VBTR inilalarawan 767 7 		Context - Cohen|NNP ay|LM *inilalarawan|VBTR* ang|DTC baseball|NNC 
G:VBTR_VBOF P:VBTR isinasagawa 289 10 		Context - pag-print|NNC ay|LM *isinasagawa|VBTR* sa_pamamagitan_ng|CCT isang|PRI_CCP 
G:VBTR_VBOF P:VBTR itinatanghal 139 20 		Context - ang_mga|DTCP ibang|JJD_CCP *itinatanghal|VBTR* na|CCP opera|FW 
G:VBTR_VBOF P:VBTR kinakailangan 768 36 		Context - ,|PMC na|CCP *kinakailangan|VBTR* na|CCP niyang|PRS_CCP 
G:VBTR_VBOF P:VBTR kinikilala 799 29 		Context - ,|PMC hindi|RBF *kinikilala|VBTR* ang|DTC kapangyarihan|NNC 
G:VBTR_VBOF P:VBTR kinikilala 956 11 		Context - na|CCP hindi|RBF *kinikilala|VBTR* ng|CCB IFC|NNPA 
G:VBTR_VBOF P:VBTR pinamumunuan 1115 6 		Context - ehekutibo|NNC ,|PMC *pinamumunuan|VBTR* ito|PRO ng|CCB 
G:VBTR_VBOF P:VBTR pinapaligiran 1160 21 		Context - ang|DTC kulturang|NNC_CCP *pinapaligiran|VBTR* nito|PRO ay|LM 
G:VBTR_VBOF P:VBTR tinatanggal 61 24 		Context - tila|RBM '|PMS *tinatanggal|VBTR* siya|PRS sa|CCT 
G:VBTR_VBOF P:VBTR tinatangka 1157 9 		Context - nasa_field|RBL ;|PMSC *tinatangka|VBTR* nilang|PRP_CCP pigilang|RBW_CCP 
G:VBTR_VBOF P:VBTR tinatangka 460 3 		Context - kabuuan|PRI ,|PMC *tinatangka|VBTR* ng|CCB tagapalo|NNC 
G:VBTR_VBOF P:VBTR tinatawag 1077 30 		Context - tagumpay|JJD ,|PMC *tinatawag|VBTR* ito|PRO na|CCP 
G:VBTR_VBOF P:VBTR tinatawag 289 28 		Context - naglalathala|RBD ,|PMC *tinatawag|VBTR* itong|PRO_CCP book|FW 
G:VBTR_VBOF P:VBTR tinatawag 578 8 		Context - o|CCT ang|DTC *tinatawag|VBTR* ng_mga|DTCP taga-Sao_Paulo|NNC 
G:VBTR_VBOF P:VBTR tinatawag 720 3 		Context - niya|PRS siyang|PRS_CCP *tinatawag|VBTR* na|CCP kanyang|PRSP_CCP 
G:VBTR_VBOF P:VBTR tinutukoy 1170 1 		Context - Minsan|RBW *tinutukoy|VBTR* bilang|CCT hardball|FW 
G:VBTR_VBOF P:VBTR_CCP inaasahang 142 20 		Context - pamamahala|NNC ang_mga|DTCP *inaasahang|VBTR_CCP* dibidendo|NNC ng_mga|DTCP 
G:VBTR_VBOF P:VBTS Inuulat 1000 0 		Context - *Inuulat|VBTS* nila|PRP sa|CCT 
G:VBTR_VBOF P:VBTS Tinatapos 352 0 		Context - *Tinatapos|VBTS* na|RBI ang|DTC 
G:VBTR_VBRF P:RBD Pinag-oobserbahan 1264 0 		Context - *Pinag-oobserbahan|RBD* nang|RBD mabuti|RBD 
G:VBTR_VBRF P:VBRF pinagdududa 65 4 		Context - na|CCP ito|PRO *pinagdududa|VBRF* na|CCP nakakabukas|VBTR 
G:VBTR_VBRF P:VBRF pinagpipilian 635 37 		Context - kung|RBK saan|RBQ *pinagpipilian|VBRF* ang|DTC Election|NNP 
G:VBTR_VBRF P:VBTR ipinagkakaloob 1048 14 		Context - na|CCP parehong|JJC_CCP *ipinagkakaloob|VBTR* sa|CCT pampubliko|JJD 
G:VBTS P:FW kinarikature 1535 3 		Context - Flapper|NNP ay|LM *kinarikature|FW* sa|CCT Felic_strikes_it_Rich|NNP 
G:VBTS P:FW narecord 1425 2 		Context - Yung|PRO_CCP dating|JJD_CCP *narecord|FW* ay|LM sinet|NNC 
G:VBTS P:JJD Nakilala 1508 0 		Context - *Nakilala|JJD* din|RBI niya|PRS 
G:VBTS P:JJD naka-encrypt 959 37 		Context - ng|CCB isang|PRI_CCP *naka-encrypt|JJD* na|CCP pribadong|JJD_CCP 
G:VBTS P:JJD naka-paligid 661 14 		Context - na|CCP maraming|PRI_CCP *naka-paligid|JJD* na|CCP maliliit|JJD 
G:VBTS P:JJD naka-sentro 848 7 		Context - at|CCA kabatirang|NNC_CCP *naka-sentro|JJD* sa|CCT datos|NNC 
G:VBTS P:JJD nakaayon 992 21 		Context - )|PMS ay|LM *nakaayon|JJD* sa|CCT mga|DTCP 
G:VBTS P:JJD nakabalot 335 3 		Context - ay|LM kadalasang|RBW_CCP *nakabalot|JJD* sa|CCT mabigat|JJD 
G:VBTS P:JJD nakabingwit 953 23 		Context - habang|RBW may|VBH *nakabingwit|JJD* sa|CCT target|NNC 
G:VBTS P:JJD nakadiskubre 589 7 		Context - sa|CCT mga|DTCP *nakadiskubre|JJD* sa|CCT species|FW 
G:VBTS P:NNC isinapubliko 1412 10 		Context - isang|PRI_CCP labang|JJD_CCP *isinapubliko|NNC* at|CCA ipinalabas|VBTS 
G:VBTS P:NNC kumakailan 254 19 		Context - ngunit|CCT isang|PRI_CCP *kumakailan|NNC* lamang|RBI na|CCP 
G:VBTS P:NNC nasawi 529 3 		Context - sa|CCT mga|DTCP *nasawi|NNC* sa|CCT sakunang|NNC_CCP 
G:VBTS P:NNC sinaliksik 437 19 		Context - anumang|PRI_CCP mga|DTCP *sinaliksik|NNC* at|CCA 87.3|CDB 
G:VBTS P:NNC sinama 243 17 		Context - Islands|NNP na|CCP *sinama|NNC* ,|PMC bukod|CCT 
G:VBTS P:NNC sinet 1425 4 		Context - narecord|FW ay|LM *sinet|NNC* ng|CCB Great|NNP 
G:VBTS P:NNC sinimula 1588 12 		Context - ekspedisyon|NNC na|CCP *sinimula|NNC* sa|CCT 1857|CDB 
G:VBTS P:RBD Inanunsiyo 1230 0 		Context - *Inanunsiyo|RBD* na|CCP maglalabas|VBTF 
G:VBTS P:RBD Nakahatak 1279 0 		Context - *Nakahatak|RBD* ng|CCB maraming|PRI_CCP 
G:VBTS P:RBD nakapagpalit 871 4 		Context - hati-hati|JJD ay|LM *nakapagpalit|RBD* na|RBI ng|CCB 
G:VBTS P:RBD nakapagsabi 938 12 		Context - ang|DTC unang|JJN_CCP *nakapagsabi|RBD* ,|PMC bagama't|CCT 
G:VBTS P:RBD nakapaligid 64 6 		Context - sa|CCT mga|DTCP *nakapaligid|RBD* na|CCP rehiyon|NNC 
G:VBTS P:RBD nakaposisyon 285 14 		Context - ,|PMC at|CCA *nakaposisyon|RBD* ito|PRO sa|CCT 
G:VBTS P:RBD nakatira 76 14 		Context - mga|DTCP tao|NNC *nakatira|RBD* kalahating|JJD_CCP taon|NNC 
G:VBTS P:RBD nakatiyak 1420 3 		Context - inch|FW ang|DTC *nakatiyak|RBD* na|CCP pinakamataas|JJCS_JJD 
G:VBTS P:RBD nakatuon 553 12 		Context - na|CCP bahagyang|RBD_CCP *nakatuon|RBD* sa|CCT mga|DTCP 
G:VBTS P:RBD nakatutok 1507 9 		Context - ,|PMC na|CCP *nakatutok|RBD* sa|CCT produksyon|NNC 
G:VBTS P:RBW kinalaunan 561 5 		Context - ,|PMC na|CCP *kinalaunan|RBW* ay|LM Sobiyet|NNP 
G:VBTS P:VBAF dumoble 1086 2 		Context - Ngayon|RBW ,|PMC *dumoble|VBAF* ang|DTC bilang|NNC 
G:VBTS P:VBOF Bininyagan 1417 0 		Context - *Bininyagan|VBOF* at|CCA binigyan|VBOF 
G:VBTS P:VBOF Ginugol 1383 0 		Context - *Ginugol|VBOF* ni|DTP Rockefeller|NNP 
G:VBTS P:VBOF Iminungkahi 911 0 		Context - *Iminungkahi|VBOF* ng_mga|DTCP naniniwala|VBTR 
G:VBTS P:VBOF Iniligay 912 0 		Context - *Iniligay|VBOF* sa|CCT ayos|NNC 
G:VBTS P:VBOF Iniwan 1585 0 		Context - *Iniwan|VBOF* nila|PRP ang|DTC 
G:VBTS P:VBOF Ipinangalan 91 0 		Context - *Ipinangalan|VBOF* ang|DTC proyektong|NNC_CCP 
G:VBTS P:VBOF Itinaguyod 1624 0 		Context - *Itinaguyod|VBOF* ang_mga|DTCP settlement|NNC 
G:VBTS P:VBOF Itinala 927 0 		Context - *Itinala|VBOF* ni|DTP Glaize|NNP 
G:VBTS P:VBOF Pinalawak 16 0 		Context - *Pinalawak|VBOF* ng_mga|DTCP indibiduwal|NNC 
G:VBTS P:VBOF Pinangunahan 1282 0 		Context - *Pinangunahan|VBOF* ng|CCB isa|PRI 
G:VBTS P:VBOF Sinakop 834 0 		Context - *Sinakop|VBOF* ng|CCB British|NNP 
G:VBTS P:VBOF Sinimulan 970 0 		Context - *Sinimulan|VBOF* ang|DTC pagtatayo|NNC 
G:VBTS P:VBOF binigyan 1417 2 		Context - Bininyagan|VBOF at|CCA *binigyan|VBOF* ng|CCB Kristyanong|NNP 
G:VBTS P:VBOF binitawan 1139 12 		Context - damo|NNC ,|PMC *binitawan|VBOF* nito|PRO ang|DTC 
G:VBTS P:VBOF dinulot 1451 15 		Context - istres|NNC na|CCP *dinulot|VBOF* nito|PRO sa|CCT 
G:VBTS P:VBOF ginahasa 1627 15 		Context - sila'y|VBOF minerong|NNC_CCP *ginahasa|VBOF* at|CCA pinatay|VBOF 
G:VBTS P:VBOF ginamit 1135 16 		Context - at|CCA kung|CCR *ginamit|VBOF* ,|PMC hiwalay|JJD 
G:VBTS P:VBOF ginawaran 1594 6 		Context - Kerouac|NNP ay|LM *ginawaran|VBOF* ng|CCB isang|PRI_CCP 
G:VBTS P:VBOF hinawakan 1228 26 		Context - presidente|NNC na|CCP *hinawakan|VBOF* niya|PRS hanggang|RBW 
G:VBTS P:VBOF i-anunsyo 768 3 		Context - ilabas|VBTS_VBOF at|CCA *i-anunsyo|VBOF* ang|DTC labing|JJN 
